Jenis_Rumah,Lokasi,Kamar_Tidur,Kamar_Mandi,Garasi,Luas_Tanah,Luas_Bangunan,Harga_Rumah
Rumah,"Semarang Selatan, Semarang",3,2,1,200,125," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",5,3,1,220,125," 2,700,000,000 "
Rumah,"Semarang Selatan, Semarang",3,2,1,183,126," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,136,127," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,162,138," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,74,140," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,180,150," 2,700,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,200,150," 2,700,000,000 "
Rumah,"Ngaliyan, Semarang",4,3,2,200,150," 2,700,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,265,162," 2,700,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,331,164," 2,700,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,2,331,164," 2,700,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,265,165," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,374,173," 2,700,000,000 "
Rumah,"Ngaliyan, Semarang",4,3,1,230,183," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,196,196," 2,700,000,000 "
Rumah,"Semarang Selatan, Semarang",3,3,1,126,198," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",3,3,1,126,198," 2,700,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,126,198," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",3,3,2,126,198," 2,700,000,000 "
Rumah Featured,"Banyumanik, Semarang",3,3,2,126,198," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",4,4,2,126,198," 2,700,000,000 "
Rumah,"Ngaliyan, Semarang",4,3,1,200,200," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",5,4,1,200,200," 2,700,000,000 "
Rumah,"Mijen, Semarang",5,4,1,200,200," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,216,200," 2,700,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,240,200," 2,700,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,2,240,200," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",4,2,1,240,200," 2,700,000,000 "
Rumah,"Semarang Utara, Semarang",4,3,2,240,200," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",7,5,1,243,200," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",6,3,1,225,210," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",5,2,1,158,220," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",8,3,1,225,225," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,300,235," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",4,1,1,168,240," 2,700,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,240,240," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,2,176,250," 2,700,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,181,250," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",4,4,3,195,250," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",8,5,1,243,250," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",8,5,1,243,250," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",8,5,2,243,250," 2,700,000,000 "
Rumah,"Tembalang, Semarang",5,2,1,265,250," 2,700,000,000 "
Rumah,"Candisari, Semarang",4,4,1,300,250," 2,700,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,325,250," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,256,256," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",6,4,1,420,256," 2,700,000,000 "
Rumah,"Tembalang, Semarang",5,4,4,200,260," 2,700,000,000 "
Rumah,"Tembalang, Semarang",5,4,2,200,260," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,240,260," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",5,2,1,378,270," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,320,280," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,320,280," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,2,320,280," 2,700,000,000 "
Rumah,"Ngaliyan, Semarang",4,3,1,340,290," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",5,3,1,298,298," 2,700,000,000 "
Rumah,"Gayamsari, Semarang",6,3,1,298,298," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,2,150,300," 2,700,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,150,300," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,150,300," 2,700,000,000 "
Rumah,"Pedurungan, Semarang",5,5,1,150,300," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",8,3,2,252,300," 2,700,000,000 "
Rumah,"Semarang Selatan, Semarang",2,3,1,326,300," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,574,300," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",5,4,3,150,305," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",8,3,1,252,350," 2,700,000,000 "
Rumah,"Tembalang, Semarang",4,4,2,268,350," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",5,3,1,400,350," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",6,4,1,490,365," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",3,2,3,200,400," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",7,3,1,240,400," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",6,4,1,240,400," 2,700,000,000 "
Rumah,"Semarang Tengah, Semarang",7,4,2,240,400," 2,700,000,000 "
Rumah,"Banyumanik, Semarang",5,3,2,285,400," 2,700,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,300,400," 2,700,000,000 "
Rumah,"Gunung Pati, Semarang",4,5,1,249,500," 2,700,000,000 "
Rumah,"Tembalang, Semarang",5,4,1,820,600," 2,700,000,000 "
Rumah,"Mijen, Semarang",2,1,1,450,64," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,168,100," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",4,2,1,177,100," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,1,1,96,119," 2,750,000,000 "
Rumah,"Tembalang, Semarang",8,2,4,305,150," 2,750,000,000 "
Rumah,"Semarang Tengah, Semarang",8,5,1,238,166," 2,750,000,000 "
Rumah,"Candisari, Semarang",3,2,1,205,170," 2,750,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,287,176," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,180,180," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",4,2,1,180,180," 2,750,000,000 "
Rumah,"Semarang Utara, Semarang",4,2,1,210,180," 2,750,000,000 "
Rumah,"Candisari, Semarang",3,2,1,230,180," 2,750,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,202,185," 2,750,000,000 "
Rumah,"Semarang Selatan, Semarang",5,3,1,196,196," 2,750,000,000 "
Rumah,"Candisari, Semarang",3,2,1,200,200," 2,750,000,000 "
Rumah,"Candisari, Semarang",3,2,1,207,200," 2,750,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,210,200," 2,750,000,000 "
Rumah,"Semarang Tengah, Semarang",4,3,1,211,200," 2,750,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,240,200," 2,750,000,000 "
Rumah,"Tembalang, Semarang",4,3,1,267,200," 2,750,000,000 "
Rumah,"Pedurungan, Semarang",3,1,2,408,200," 2,750,000,000 "
Rumah,"Semarang Tengah, Semarang",3,1,2,415,200," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",5,5,1,280,209," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,300,209," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,3,300,209," 2,750,000,000 "
Rumah,"Gayamsari, Semarang",2,2,2,233,220," 2,750,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,244,220," 2,750,000,000 "
Rumah,"Semarang Selatan, Semarang",4,3,2,244,220," 2,750,000,000 "
Rumah,"Gajah Mungkur, Semarang",4,3,2,244,220," 2,750,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,246,220," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",5,2,1,150,225," 2,750,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,220,246," 2,750,000,000 "
Rumah,"Semarang Selatan, Semarang",9,9,1,160,250," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",4,4,1,190,260," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",4,4,2,190,260," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",3,3,2,240,264," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,240,264," 2,750,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,263,280," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,320,280," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,2,320,280," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,320,280," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,350,280," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",3,1,1,360,300," 2,750,000,000 "
Rumah,"Tembalang, Semarang",5,5,1,250,310," 2,750,000,000 "
Rumah,"Gayamsari, Semarang",6,3,1,260,325," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",8,3,1,252,350," 2,750,000,000 "
Rumah,"Tembalang, Semarang",6,4,2,268,350," 2,750,000,000 "
Rumah,"Tembalang, Semarang",6,4,2,286,350," 2,750,000,000 "
Rumah,"Gunung Pati, Semarang",4,2,1,430,350," 2,750,000,000 "
Rumah,"Gunung Pati, Semarang",4,2,2,430,350," 2,750,000,000 "
Rumah,"Semarang Timur, Semarang",5,2,1,450,360," 2,750,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,1,273,400," 2,750,000,000 "
Rumah,"Semarang Timur, Semarang",5,3,3,740,400," 2,750,000,000 "
Rumah,"Pedurungan, Semarang",7,4,1,246,460," 2,750,000,000 "
Rumah,"Tembalang, Semarang",6,3,3,372,467," 2,750,000,000 "
Rumah,"Ngaliyan, Semarang",6,4,1,250,500," 2,750,000,000 "
Rumah,"Semarang Utara, Semarang",5,4,1,346,500," 2,750,000,000 "
Rumah,"Banyumanik, Semarang",5,3,1,180,225," 2,790,000,000 "
Rumah,"Mijen, Semarang",3,2,1,200,81," 2,800,000,000 "
Rumah,"Ngaliyan, Semarang",2,2,1,88,88," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,177,100," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,177,100," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",4,2,1,177,100," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,177,100," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,200,100," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,217,100," 2,800,000,000 "
Rumah,"Gayamsari, Semarang",4,3,8,244,108," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",4,3,1,200,112," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,4,1,120,118," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,200,120," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,200,125," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,3,1,126,129," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,3,2,126,129," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",4,3,2,220,130," 2,800,000,000 "
Rumah,"Mijen, Semarang",3,3,1,125,144," 2,800,000,000 "
Rumah,"Gajah Mungkur, Semarang",5,3,1,202,160," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",7,2,1,258,160," 2,800,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,230,164," 2,800,000,000 "
Rumah,"Semarang Selatan, Semarang",8,5,1,238,166," 2,800,000,000 "
Rumah,"Semarang Timur, Semarang",4,4,1,200,170," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,286,170," 2,800,000,000 "
Rumah,"Candisari, Semarang",3,2,1,275,175," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,3,2,275,175," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,3,1,275,175," 2,800,000,000 "
Rumah,"Ngaliyan, Semarang",4,3,1,275,175," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",3,3,1,200,180," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",6,5,2,208,180," 2,800,000,000 "
Rumah,"Candisari, Semarang",2,1,1,230,180," 2,800,000,000 "
Rumah,"Candisari, Semarang",2,1,2,230,180," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,240,180," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",4,2,1,230,184," 2,800,000,000 "
Rumah,"Gayamsari, Semarang",4,3,2,217,192," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",3,3,1,104,200," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,3,1,212,200," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,4,1,220,200," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,234,200," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,2,1,240,200," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,1,2,256,200," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,2,256,200," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,274,200," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",4,2,1,300,200," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,2,1,344,200," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,2,2,393,200," 2,800,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,206,206," 2,800,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,2,206,206," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,4,1,187,210," 2,800,000,000 "
Rumah,"Tembalang, Semarang",7,4,2,230,210," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,240,218," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",6,4,1,180,225," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",4,3,1,120,240," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",3,3,1,240,240," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,144,250," 2,800,000,000 "
Rumah,"Ngaliyan, Semarang",3,3,1,144,250," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,2,180,250," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,200,250," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,3,2,200,250," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,4,1,200,250," 2,800,000,000 "
Rumah,"Semarang Selatan, Semarang",5,4,2,200,250," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,3,1,210,250," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",2,2,1,350,250," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,3,2,360,250," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,3,1,360,250," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,254,254," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,3,2,200,260," 2,800,000,000 "
Rumah,"Semarang Selatan, Semarang",5,3,2,200,260," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,4,2,200,260," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,4,1,200,260," 2,800,000,000 "
Rumah,"Tembalang, Semarang",5,4,2,200,260," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,2,298,262," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",5,2,2,378,270," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,2,274,274," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,1,274,274," 2,800,000,000 "
Rumah,"Candisari, Semarang",3,3,1,275,275," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,4,2,200,280," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",3,4,3,200,280," 2,800,000,000 "
Rumah,"Candisari, Semarang",5,2,1,288,300," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",4,3,1,315,300," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",4,4,1,319,300," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",5,5,2,410,306," 2,800,000,000 "
Rumah,"Candisari, Semarang",4,4,1,300,310," 2,800,000,000 "
Rumah,"Semarang Selatan, Semarang",4,4,2,205,320," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,1,348,325," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",4,2,1,450,346," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,200,350," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",8,3,8,252,350," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",5,4,1,268,350," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",5,4,2,268,350," 2,800,000,000 "
Rumah,"Gayamsari, Semarang",4,3,1,315,350," 2,800,000,000 "
Rumah,"Banyumanik, Semarang",6,2,1,378,350," 2,800,000,000 "
Rumah,"Semarang Utara, Semarang",4,3,1,252,360," 2,800,000,000 "
Rumah,"Semarang Selatan, Semarang",8,6,1,499,374," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",9,2,1,250,375," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",9,3,1,250,375," 2,800,000,000 "
Rumah,"Tembalang, Semarang",4,3,1,281,400," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,388,400," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",6,3,2,252,410," 2,800,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,217,434," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",4,3,1,346,450," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",4,4,2,346,450," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",5,4,1,346,450," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",3,3,1,348,450," 2,800,000,000 "
Rumah,"Pedurungan, Semarang",3,3,3,240,500," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",6,4,2,250,500," 2,800,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,273,500," 2,800,000,000 "
Rumah,"Tembalang, Semarang",3,3,1,180,105," 2,850,000,000 "
Rumah,"Semarang Selatan, Semarang",3,3,1,375,125," 2,850,000,000 "
Rumah,"Tembalang, Semarang",4,3,2,272,147," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",3,2,3,184,150," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,184,150," 2,850,000,000 "
Rumah,"Tembalang, Semarang",3,2,3,184,150," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,184,150," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,162,200," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",4,3,1,162,200," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,240,220," 2,850,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,330,223," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,240,250," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,240,260," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,240,260," 2,850,000,000 "
Rumah,"Semarang Timur, Semarang",5,3,1,275,275," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,172,280," 2,850,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,437,300," 2,850,000,000 "
Rumah,"Tembalang, Semarang",7,5,2,540,300," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,2,348,320," 2,850,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,2,348,325," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",6,4,1,491,400," 2,850,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,234,200," 2,880,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,399,273," 2,880,000,000 "
Rumah,"Banyumanik, Semarang",3,1,3,234,200," 2,890,000,000 "
Rumah,"Banyumanik, Semarang",3,2,3,234,200," 2,890,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,234,200," 2,890,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,234,200," 2,890,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,178,100," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",2,3,1,178,100," 2,900,000,000 "
Rumah,"Candisari, Semarang",3,3,1,186,100," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,2,1,200,110," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,168,125," 2,900,000,000 "
Rumah,"Pedurungan, Semarang",4,2,1,129,129," 2,900,000,000 "
Rumah,"Pedurungan, Semarang",4,2,2,129,129," 2,900,000,000 "
Rumah,"Tembalang, Semarang",4,3,1,189,130," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,154,135," 2,900,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,162,135," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,2,2,162,135," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,165,135," 2,900,000,000 "
Rumah,"Tembalang, Semarang",4,4,1,182,145," 2,900,000,000 "
Rumah,"Gajah Mungkur, Semarang",4,3,1,200,150," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,162,162," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,146,175," 2,900,000,000 "
Rumah,"Semarang Utara, Semarang",6,5,1,208,180," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,353,198," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,3,1,120,200," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,3,1,120,200," 2,900,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,162,200," 2,900,000,000 "
Rumah,"Ngaliyan, Semarang",5,4,1,200,200," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,234,200," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,3,3,234,200," 2,900,000,000 "
Rumah,"Tembalang, Semarang",4,2,4,266,200," 2,900,000,000 "
Rumah,"Tembalang, Semarang",4,3,4,266,200," 2,900,000,000 "
Rumah,"Tembalang, Semarang",4,3,2,266,200," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,4,1,285,200," 2,900,000,000 "
Rumah,"Tugu, Semarang",4,4,2,285,200," 2,900,000,000 "
Rumah,"Tugu, Semarang",4,4,1,285,200," 2,900,000,000 "
Rumah,"Mijen, Semarang",3,3,2,326,200," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,3,1,268,220," 2,900,000,000 "
Rumah,"Semarang Selatan, Semarang",3,2,1,162,230," 2,900,000,000 "
Rumah,"Semarang Selatan, Semarang",4,2,2,342,250," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,408,250," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,4,2,190,260," 2,900,000,000 "
Rumah Featured,"Gayamsari, Semarang",5,3,1,298,270," 2,900,000,000 "
Rumah,"Semarang Timur, Semarang",5,3,1,298,270," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,3,2,399,273," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",5,3,1,399,273," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",3,3,1,398,294," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",6,4,2,245,295," 2,900,000,000 "
Rumah,"Gayamsari, Semarang",5,3,1,298,298," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",5,5,1,410,300," 2,900,000,000 "
Rumah,"Pedurungan, Semarang",6,2,1,600,300," 2,900,000,000 "
Rumah,"Semarang Timur, Semarang",6,2,1,600,300," 2,900,000,000 "
Rumah,"Candisari, Semarang",3,2,1,728,300," 2,900,000,000 "
Rumah,"Banyumanik, Semarang",4,3,4,302,310," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,299,320," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,2,299,320," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",5,4,1,299,320," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",5,4,2,299,320," 2,900,000,000 "
Rumah,"Mijen, Semarang",3,3,1,250,326," 2,900,000,000 "
Rumah,"Pedurungan, Semarang",7,4,1,220,350," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",8,3,1,252,350," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",7,4,1,306,350," 2,900,000,000 "
Rumah,"Tembalang, Semarang",7,4,1,315,350," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,575,350," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",4,3,3,575,350," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",4,3,1,575,350," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,3,575,350," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",7,5,1,575,350," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",7,5,2,575,350," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",7,5,1,575,350," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",7,5,3,575,350," 2,900,000,000 "
Rumah,"Gayamsari, Semarang",4,4,4,186,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,240,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",7,4,1,240,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",4,3,1,299,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",7,4,1,300,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,3,1,510,400," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,3,2,510,400," 2,900,000,000 "
Rumah,"Gunung Pati, Semarang",5,3,4,380,560," 2,900,000,000 "
Rumah,"Semarang Barat, Semarang",3,1,3,255,100," 2,950,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,240,120," 2,950,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,5,240,120," 2,950,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,240,120," 2,950,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,2,276,120," 2,950,000,000 "
Rumah,"Mijen, Semarang",3,3,2,276,120," 2,950,000,000 "
Rumah,"Mijen, Semarang",3,3,1,276,120," 2,950,000,000 "
Rumah,"Semarang Selatan, Semarang",3,3,1,140,200," 2,950,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,234,200," 2,950,000,000 "
Rumah,"Banyumanik, Semarang",4,3,4,320,200," 2,950,000,000 "
Rumah,"Semarang Barat, Semarang",3,3,1,216,216," 2,950,000,000 "
